,cpi_all_items,industrial_production_index,stock_market_index,population_total,population_working_age,unemployment_rate,interest_rate_short_term,interest_rate_long_term,interest_rate_10y,interest_rate_2y,interest_rate_5y,interest_rate_3m,yield_curve_spread,corporate_bond_baa,corporate_bond_aaa,ted_spread,consumer_sentiment,capacity_utilization,gdp_real,gdp_nominal,household_consumption,capital_formation,government_spending,exports_volume,imports_volume,employment_level,building_permits,housing_starts,trade_balance,money_supply_broad,country
1987-09-30,114.7,58.9088,321.8299865722656,242289000.0,154922600.0,6.0,6.839565217391304,8.876666666666667,8.876666666666667,7.843333333333334,8.423333333333334,6.043333333333334,1.0296875,10.906666666666666,9.756666666666666,1.1885714285714284,93.9,81.53746666666666,9162.024,4884.555,3117.358,876.466,1036.195,371.854,517.318,112909.0,1514.0,1695.0,,2799.5,usa
1987-12-31,115.6,60.3246,247.0800018310547,242289000.0,155263700.0,5.833333333333333,6.919673913043479,9.123333333333331,9.123333333333331,7.983333333333334,8.626666666666667,5.863333333333333,1.1390322580645162,11.38,10.213333333333331,2.1101639344262293,86.39999999999999,83.1255,9319.332,5007.994,3150.916,946.459,1056.024,392.107,537.511,113793.0,1345.0,1400.0,,2826.4,usa
1988-03-31,116.5,60.7452,258.8900146484375,244499000.0,155611900.0,5.7,6.665934065934066,8.416666666666666,8.416666666666666,7.359999999999999,7.906666666666666,5.723333333333334,1.0593548387096776,10.753333333333332,9.556666666666668,1.241774193548387,92.33333333333331,83.6413,9367.502,5073.372,3231.896,908.569,1056.893,418.727,542.714,114037.0,1525.0,1532.0,,2890.7,usa
1988-06-30,118.0,61.1615,273.5,244499000.0,155986700.0,5.466666666666666,7.154945054945055,8.91,8.91,7.873333333333332,8.42,6.21,1.0355555555555556,10.98,9.81,1.271639344262295,93.56666666666666,84.2229,9490.594,5190.036,3291.716,934.525,1070.421,439.471,546.098,114927.0,1485.0,1478.0,,2938.4,usa
1988-09-30,119.5,61.2785,271.9100036621094,244499000.0,156291700.0,5.466666666666666,7.983478260869566,9.1,9.1,8.456666666666667,8.763333333333334,7.010000000000001,0.6384375,11.073333333333332,9.963333333333331,1.4028571428571428,96.03333333333336,84.40126666666667,9546.206,5282.835,3361.899,942.009,1078.19,453.586,552.849,115356.0,1436.0,1492.0,,2956.9,usa
1988-12-31,120.7,61.9851,277.7200012207031,244499000.0,156618400.0,5.333333333333333,8.468478260869565,8.956666666666667,8.956666666666667,8.703333333333333,8.796666666666667,7.726666666666667,0.2478688524590163,10.513333333333334,9.51,1.2955,93.0,84.80276666666667,9673.405,5399.509,3434.539,962.748,1109.916,466.619,574.314,116104.0,1501.0,1563.0,,2988.2,usa
1989-03-31,122.2,62.0508,294.8699951171875,246819000.0,156876700.0,5.2,9.446444444444444,9.206666666666663,9.206666666666663,9.409999999999998,9.31,8.54,-0.2067213114754098,10.643333333333333,9.686666666666667,1.2835,95.86666666666667,84.88166666666667,9771.725,5511.253,3490.172,1005.487,1116.559,485.189,586.154,117022.0,1214.0,1422.0,,2999.7,usa
1989-06-30,124.1,61.6857,317.9800109863281,246819000.0,157013800.0,5.233333333333333,9.725714285714286,8.773333333333333,8.773333333333333,8.959999999999999,8.833333333333334,8.41,-0.18515625,10.366666666666667,9.486666666666666,1.3668253968253967,90.93333333333334,84.1117,9846.293,5612.463,3553.767,1001.047,1145.809,507.229,595.389,117418.0,1322.0,1397.0,,3027.9,usa
1989-09-30,124.8,61.4794,349.1499938964844,246819000.0,157618200.0,5.233333333333333,9.08358695652174,8.106666666666667,8.106666666666667,8.08,8.03,7.843333333333334,0.0215873015873015,9.886666666666668,8.966666666666667,1.0708064516129032,92.46666666666664,83.04233333333333,9919.228,5695.365,3609.399,996.46,1164.58,509.352,584.427,117354.0,1314.0,1279.0,,3092.5,usa
1989-12-31,126.3,61.9588,353.3999938964844,246819000.0,157899800.0,5.366666666666667,8.61445652173913,7.906666666666666,7.906666666666666,7.853333333333334,7.843333333333334,7.653333333333333,0.0553225806451612,9.813333333333334,8.89,0.97327868852459,91.76666666666668,82.76116666666667,9938.767,5747.237,3653.692,995.809,1180.5,515.387,598.152,117830.0,1422.0,1251.0,,3152.5,usa
1990-03-31,128.6,62.4916,339.94000244140625,249623000.0,159471100.0,5.3,8.248000000000001,8.423333333333334,8.423333333333334,8.363333333333333,8.38,7.760000000000001,0.0590322580645161,10.096666666666666,9.193333333333332,0.642741935483871,91.26666666666668,82.75986666666667,10047.386,5872.701,3737.948,1010.838,1212.45,538.232,626.767,119203.0,1246.0,1289.0,,3190.1,usa
1990-06-30,129.9,62.7479,358.0199890136719,249623000.0,159721700.0,5.333333333333333,8.239340659340659,8.676666666666668,8.676666666666668,8.57,8.646666666666667,7.746666666666667,0.103015873015873,10.31,9.396666666666668,0.7159016393442623,90.93333333333334,82.78246666666666,10083.855,5960.028,3783.421,1014.72,1230.721,545.925,614.759,118983.0,1108.0,1177.0,,3213.7,usa
1990-09-30,132.5,62.8839,306.04998779296875,249623000.0,160222500.0,5.7,8.160217391304348,8.703333333333333,8.703333333333333,8.1,8.426666666666668,7.476666666666667,0.6025396825396826,10.416666666666666,9.403333333333334,0.6885483870967741,79.13333333333334,82.64743333333332,10090.569,6015.116,3846.7,1000.785,1242.584,555.149,630.102,118524.0,976.0,1110.0,,3254.6,usa
1990-12-31,134.2,61.2885,330.2200012207031,249623000.0,160677800.0,6.133333333333333,7.743369565217391,8.396666666666667,8.396666666666667,7.596666666666667,8.026666666666666,6.989999999999999,0.8001612903225807,10.596666666666666,9.293333333333337,1.0898360655737709,65.13333333333334,81.02123333333333,9998.704,6004.733,3867.909,947.453,1268.467,568.186,647.282,118241.0,861.0,969.0,,3271.8,usa
1991-03-31,134.8,60.2973,375.2200012207031,252981000.0,160880900.0,6.6000000000000005,6.430444444444444,8.016666666666666,8.016666666666666,7.033333333333334,7.646666666666666,6.023333333333333,0.9871666666666666,10.203333333333331,8.933333333333332,0.8575,74.96666666666667,79.24149999999999,9951.916,6035.178,3873.562,924.569,1284.187,573.177,620.317,117652.0,911.0,921.0,,3321.9,usa
1991-06-30,136.0,61.5514,371.1600036621094,252981000.0,161167900.0,6.833333333333333,5.864065934065934,8.13,8.13,6.896666666666667,7.78,5.56,1.23140625,9.92,8.909999999999998,0.6035483870967743,80.73333333333333,79.48623333333335,10029.51,6126.862,3926.932,926.541,1296.577,590.733,613.921,117639.0,964.0,1036.0,,3351.9,usa
1991-09-30,137.0,62.2369,387.8599853515625,252981000.0,161535600.0,6.866666666666667,5.645217391304348,7.94,7.94,6.510000000000001,7.493333333333333,5.376666666666666,1.42890625,9.683333333333334,8.786666666666667,0.4693650793650794,82.63333333333334,80.39953333333334,10080.195,6205.937,3973.269,947.476,1306.265,600.595,621.669,117928.0,974.0,1015.0,,3354.9,usa
1991-12-31,138.2,61.806,417.0899963378906,252981000.0,162021100.0,7.1000000000000005,4.818478260869566,7.346666666666667,7.346666666666667,5.5,6.56,4.54,1.8412903225806447,9.4,8.446666666666667,0.5049180327868853,71.86666666666666,80.2662,10115.329,6264.54,4000.032,978.788,1308.774,615.217,638.27,117466.0,1061.0,1079.0,,3372.2,usa
1992-03-31,139.1,62.4403,403.69000244140625,256514000.0,162181000.0,7.366666666666667,4.024285714285714,7.303333333333334,7.303333333333334,5.286666666666666,6.59,3.893333333333333,2.0130645161290324,9.203333333333331,8.28,0.3540322580645161,70.76666666666667,79.74543333333334,10236.435,6363.102,4100.401,956.817,1326.421,625.287,645.823,118144.0,1082.0,1297.0,-2641.0,3403.9,usa
1992-06-30,140.1,63.1624,408.1400146484375,256514000.0,162368700.0,7.6,3.774065934065934,7.376666666666666,7.376666666666666,5.206666666666667,6.650000000000001,3.68,2.172857142857143,9.13,8.276666666666666,0.3611475409836066,78.93333333333334,80.6717,10347.429,6470.763,4155.66,1013.084,1334.807,626.163,658.951,118419.0,1057.0,1145.0,-2824.0,3393.4,usa
1992-09-30,141.1,63.5834,417.79998779296875,256514000.0,163070700.0,7.633333333333333,3.259239130434783,6.616666666666667,6.616666666666667,4.146666666666667,5.6066666666666665,3.083333333333333,2.46796875,8.703333333333333,7.98,0.3357142857142857,76.1,80.75993333333334,10449.673,6566.641,4226.971,1024.162,1353.997,639.365,677.853,118720.0,1114.0,1186.0,-3530.0,3410.3,usa
1992-12-31,142.3,64.3599,435.7099914550781,256514000.0,163524900.0,7.366666666666667,3.034891304347826,6.743333333333333,6.743333333333333,4.443333333333333,5.906666666666666,3.0700000000000003,2.295645161290323,8.87,8.023333333333333,0.5495081967213116,83.2,81.0784,10558.648,6680.803,4307.205,1057.962,1362.775,641.396,688.536,118997.0,1176.0,1227.0,-5603.0,3424.7,usa
1993-03-31,143.3,64.8627,451.6700134277344,259919000.0,163676300.0,7.133333333333333,3.0423333333333336,6.28,6.28,4.1466666666666665,5.483333333333333,2.9600000000000004,2.1250819672131147,8.403333333333334,7.733333333333333,0.3134426229508197,87.26666666666667,81.3865,10576.275,6729.459,4349.515,1083.829,1351.818,643.606,699.31,119542.0,1056.0,1083.0,-6777.0,3411.7,usa
1993-06-30,144.3,64.9476,450.5299987792969,259919000.0,164002300.0,7.066666666666666,2.9972527472527477,5.989999999999999,5.989999999999999,3.9933333333333336,5.183333333333334,2.966666666666667,1.9923809523809524,8.14,7.406666666666666,0.3014754098360656,82.46666666666665,81.17559999999999,10637.847,6808.939,4418.581,1094.479,1359.066,653.094,716.281,120290.0,1130.0,1280.0,-6929.0,3442.4,usa
1993-09-30,145.0,65.3749,458.92999267578125,259919000.0,164592800.0,6.8,3.057717391304348,5.616666666666667,5.616666666666667,3.973333333333333,4.95,3.0033333333333334,1.64140625,7.623333333333332,6.8933333333333335,0.2553968253968254,77.39999999999999,81.1059,10688.606,6882.098,4487.189,1095.852,1367.411,650.897,719.251,120554.0,1251.0,1343.0,-7031.0,3452.2,usa
1993-12-31,146.3,66.5531,466.45001220703125,259919000.0,164983700.0,6.633333333333333,2.988260869565217,5.6066666666666665,5.6066666666666665,4.08,4.973333333333334,3.06,1.530967741935484,7.553333333333334,6.843333333333334,0.3595,84.03333333333335,81.91183333333333,10833.987,7013.738,4552.651,1153.142,1381.394,671.6,745.049,121464.0,1461.0,1533.0,-5719.0,3474.5,usa
1994-03-31,147.1,67.4704,445.7699890136719,263126000.0,165404300.0,6.566666666666666,3.209333333333334,6.066666666666666,6.066666666666666,4.536666666666666,5.476666666666667,3.2433333333333336,1.530645161290323,7.846666666666667,7.16,0.3272131147540983,93.0,82.34743333333334,10939.116,7115.652,4621.223,1201.675,1373.35,681.232,761.827,121930.0,1342.0,1564.0,-6466.0,3480.1,usa
1994-06-30,147.9,68.645,444.2699890136719,263126000.0,165812700.0,6.2,3.938021978021978,7.083333333333333,7.083333333333333,5.816666666666666,6.666666666666667,3.9866666666666655,1.262741935483871,8.596666666666666,7.946666666666666,0.4808333333333333,92.2,83.15816666666667,11087.361,7246.931,4683.163,1264.948,1389.392,706.988,797.56,122634.0,1357.0,1409.0,-8380.0,3479.5,usa
1994-09-30,149.3,69.3935,462.7099914550781,263126000.0,166130300.0,6.0,4.485434782608695,7.333333333333333,7.333333333333333,6.233333333333333,6.956666666666667,4.476666666666667,1.09484375,8.840000000000002,8.173333333333334,0.490952380952381,90.73333333333332,83.43973333333334,11152.176,7331.075,4752.761,1251.749,1423.432,736.883,833.751,123687.0,1412.0,1474.0,-8310.0,3486.1,usa
1994-12-31,150.1,71.1273,459.2699890136719,263126000.0,166418700.0,5.633333333333333,5.167934782608696,7.836666666666666,7.836666666666666,7.156666666666666,7.633333333333333,5.28,0.6745901639344262,9.206666666666663,8.57,0.6841666666666666,93.13333333333333,84.30836666666667,11279.932,7455.288,4826.713,1307.566,1422.923,758.646,860.559,124721.0,1396.0,1455.0,-8456.0,3486.4,usa
1995-03-31,151.2,71.2796,500.7099914550781,266278000.0,166676100.0,5.466666666666666,5.802777777777778,7.483333333333333,7.483333333333333,7.133333333333333,7.393333333333333,5.736666666666667,0.3567741935483871,8.876666666666667,8.28,0.5551612903225807,94.33333333333331,84.35683333333334,11319.951,7522.289,4862.436,1327.586,1437.596,781.57,886.899,124955.0,1226.0,1249.0,-9708.0,3491.1,usa
1995-06-30,152.4,71.7327,544.75,266278000.0,167066300.0,5.666666666666667,6.019120879120879,6.62,6.62,6.153333333333333,6.4,5.596666666666667,0.4684126984126984,8.233333333333333,7.66,0.5204918032786885,91.66666666666669,83.77556666666668,11353.721,7580.997,4933.609,1303.988,1452.892,798.851,908.343,124522.0,1305.0,1281.0,-10623.0,3548.9,usa
1995-09-30,153.1,72.6543,584.4099731445312,266278000.0,167462000.0,5.666666666666667,5.797173913043479,6.323333333333333,6.323333333333333,5.8566666666666665,6.083333333333333,5.366666666666667,0.4676190476190476,8.053333333333333,7.433333333333334,0.5183870967741936,93.16666666666669,83.67953333333334,11450.31,7683.125,4998.662,1303.248,1455.659,831.399,905.843,125133.0,1421.0,1369.0,-5924.0,3602.1,usa
1995-12-31,153.9,72.9638,615.9299926757812,266278000.0,167955900.0,5.566666666666666,5.719456521739131,5.8933333333333335,5.8933333333333335,5.5,5.686666666666667,5.260000000000001,0.3954838709677419,7.640000000000001,6.986666666666667,0.5963934426229509,89.8,83.35803333333332,11528.067,7772.586,5055.655,1335.135,1451.575,839.421,909.201,125088.0,1442.0,1431.0,-6271.0,3629.5,usa
1996-03-31,155.5,73.5141,645.5,269394000.0,168278400.0,5.533333333333334,5.370989010989011,5.91,5.91,5.266666666666667,5.57,4.93,0.6403225806451613,7.71,7.05,0.4759677419354839,90.5,82.8385,11614.418,7868.468,5130.615,1355.353,1471.295,847.94,936.735,125862.0,1437.0,1424.0,-7756.0,3686.9,usa
1996-06-30,156.7,75.3726,670.6300048828125,269394000.0,168761500.0,5.5,5.243956043956044,6.72,6.72,6.12,6.489999999999999,5.02,0.60328125,8.296666666666667,7.609999999999999,0.5009836065573771,91.5,83.46640000000001,11808.14,8032.84,5220.499,1418.388,1487.662,859.042,952.751,126602.0,1429.0,1467.0,-7460.0,3722.5,usa
1996-09-30,157.7,76.2302,687.3300170898438,269394000.0,169231000.0,5.266666666666667,5.306195652173913,6.78,6.78,6.176666666666667,6.543333333333333,5.096666666666667,0.6,8.293333333333333,7.59,0.5003174603174603,94.9,83.3845,11914.063,8131.408,5274.505,1474.35,1496.733,859.577,973.757,127536.0,1392.0,1475.0,-10195.0,3753.4,usa
1996-12-31,159.1,77.3772,740.739990234375,269394000.0,169835100.0,5.333333333333333,5.280869565217392,6.343333333333334,6.343333333333334,5.796666666666667,6.103333333333333,4.976666666666667,0.550483870967742,7.916666666666667,7.229999999999999,0.5595081967213115,97.53333333333336,83.33986666666668,12037.775,8259.771,5352.763,1480.128,1515.702,903.798,992.62,127860.0,1411.0,1370.0,-10475.0,3818.6,usa
1997-03-31,159.8,78.9197,757.1199951171875,272657000.0,170642800.0,5.233333333333333,5.278444444444444,6.5633333333333335,6.5633333333333335,6.043333333333333,6.3566666666666665,5.06,0.5223333333333333,8.07,7.426666666666667,0.5066101694915255,99.03333333333336,83.68256666666666,12115.472,8362.655,5433.105,1522.404,1515.985,918.374,1027.213,128891.0,1436.0,1457.0,-8383.0,3861.2,usa
1997-06-30,160.2,79.7971,885.1400146484375,272657000.0,171076300.0,5.0,5.522197802197802,6.696666666666666,6.696666666666666,6.273333333333333,6.57,5.046666666666667,0.42375,8.186666666666666,7.573333333333333,0.780952380952381,103.03333333333336,83.56956666666666,12317.221,8518.825,5471.267,1590.218,1542.541,954.45,1039.651,129412.0,1402.0,1494.0,-7154.0,3906.0,usa
1997-09-30,161.2,82.0327,947.280029296875,272657000.0,171522600.0,4.866666666666667,5.534673913043478,6.243333333333333,6.243333333333333,5.903333333333333,6.13,5.046666666666667,0.3384375,7.756666666666667,7.169999999999999,0.6852380952380953,105.83333333333331,84.06836666666668,12471.01,8662.823,5579.179,1625.251,1555.224,974.057,1070.888,130019.0,1494.0,1546.0,-9269.0,3973.1,usa
1997-12-31,161.8,83.784,970.4299926757812,272657000.0,172009600.0,4.666666666666667,5.507391304347826,5.906666666666666,5.906666666666666,5.733333333333333,5.833333333333333,5.09,0.1717741935483871,7.436666666666667,6.876666666666666,0.7495081967213114,104.96666666666664,84.59313333333334,12577.495,8765.907,5663.61,1644.529,1574.782,968.33,1085.344,130679.0,1456.0,1566.0,-11289.0,4032.9,usa
1998-03-31,162.0,84.342,1101.75,275854000.0,172393500.0,4.633333333333333,5.519333333333334,5.586666666666667,5.586666666666667,5.446666666666666,5.506666666666667,5.053333333333334,0.141311475409836,7.253333333333334,6.666666666666667,0.609344262295082,107.83333333333331,83.88766666666668,12703.742,8866.48,5721.342,1712.324,1568.029,963.021,1098.236,130814.0,1605.0,1567.0,-12880.0,4114.3,usa
1998-06-30,162.8,84.6809,1133.8399658203125,275854000.0,172926100.0,4.4,5.497472527472527,5.596666666666667,5.596666666666667,5.556666666666666,5.586666666666666,4.976666666666667,0.0349206349206349,7.253333333333333,6.636666666666667,0.7180327868852459,106.93333333333334,82.85943333333334,12821.339,8969.699,5832.566,1695.773,1603.691,947.295,1109.626,131244.0,1551.0,1641.0,-13247.0,4184.1,usa
1998-09-30,163.5,86.0023,1017.010009765625,275854000.0,173429900.0,4.533333333333333,5.531630434782609,5.203333333333333,5.203333333333333,5.133333333333333,5.116666666666666,4.823333333333333,0.07125,7.126666666666666,6.489999999999999,0.796984126984127,103.5,82.10563333333333,12982.752,9121.097,5926.846,1741.623,1627.262,935.263,1109.897,131986.0,1577.0,1582.0,-14820.0,4267.7,usa
1998-12-31,164.4,86.8615,1229.22998046875,275854000.0,173884300.0,4.433333333333334,4.86054347826087,4.670000000000001,4.670000000000001,4.38,4.39,4.253333333333333,0.2856451612903226,7.25,6.333333333333333,1.0222950819672132,100.2,82.0549,13191.67,9293.991,6028.238,1796.964,1647.452,966.337,1145.0,132602.0,1742.0,1792.0,-14745.0,4375.6,usa
1999-03-31,164.8,87.9125,1286.3699951171875,279040000.0,174667400.0,4.3,4.734555555555556,4.983333333333333,4.983333333333333,4.8500000000000005,4.883333333333333,4.406666666666667,0.1391803278688524,7.403333333333333,6.420000000000001,0.5952459016393443,105.9,81.90716666666667,13315.597,9411.682,6102.04,1853.063,1669.139,960.764,1173.324,132947.0,1665.0,1710.0,-17719.0,4432.6,usa
1999-06-30,166.0,88.5903,1372.7099609375,279040000.0,175242200.0,4.266666666666667,4.747692307692308,5.54,5.54,5.283333333333334,5.4433333333333325,4.453333333333333,0.25703125,7.739999999999999,6.933333333333334,0.6173770491803278,106.23333333333332,81.72586666666666,13426.748,9526.21,6230.641,1848.341,1694.757,974.597,1222.126,133378.0,1702.0,1559.0,-22892.0,4508.0,usa
1999-09-30,167.8,89.1304,1282.7099609375,279040000.0,175713100.0,4.233333333333333,5.09554347826087,5.883333333333333,5.883333333333333,5.63,5.773333333333333,4.65,0.250625,8.1,7.326666666666667,0.7946031746031746,105.9,81.57183333333333,13604.771,9686.626,6335.31,1893.735,1733.984,1005.309,1281.712,133707.0,1551.0,1635.0,-22699.0,4568.8,usa
1999-12-31,168.8,91.4784,1469.25,279040000.0,176186500.0,4.066666666666666,5.304021739130435,6.140000000000001,6.140000000000001,5.94,6.0633333333333335,5.043333333333334,0.1966129032258064,8.24,7.486666666666667,1.0981355932203392,105.26666666666668,82.14370000000001,13827.98,9900.169,6467.039,1953.097,1781.74,1030.971,1332.679,134523.0,1683.0,1708.0,-25939.0,4639.3,usa
2000-03-31,171.0,92.083,1498.5799560546875,282162411.0,178370500.0,4.033333333333333,5.677692307692308,6.48,6.48,6.526666666666667,6.586666666666666,5.5200000000000005,-0.0579365079365079,8.33,7.713333333333334,0.5845161290322581,110.13333333333333,82.10716666666667,13878.147,10002.179,6618.217,1950.65,1789.895,1052.904,1409.487,136701.0,1651.0,1604.0,-30557.0,4711.7,usa
2000-06-30,172.2,93.0018,1454.5999755859375,282162411.0,179071200.0,3.9333333333333336,6.271978021978022,6.176666666666667,6.176666666666667,6.5633333333333335,6.416666666666667,5.713333333333334,-0.3877777777777778,8.593333333333334,7.766666666666667,0.92,108.76666666666668,82.27606666666667,14130.908,10247.72,6711.911,2075.786,1822.524,1093.36,1455.86,136940.0,1572.0,1559.0,-30405.0,4773.6,usa
2000-09-30,173.6,92.9827,1436.510009765625,282162411.0,179614500.0,4.0,6.51945652173913,5.8933333333333335,5.8933333333333335,6.216666666666666,6.056666666666666,6.016666666666667,-0.3271428571428571,8.32,7.606666666666666,0.6811290322580644,107.46666666666664,81.40613333333333,14145.312,10318.165,6819.984,2059.969,1832.078,1125.002,1518.869,136893.0,1570.0,1507.0,-33333.0,4855.2,usa
2000-12-31,174.6,92.3457,1320.280029296875,282162411.0,180062100.0,3.9,6.474891304347826,5.566666666666666,5.566666666666666,5.713333333333334,5.55,6.016666666666667,-0.1483870967741935,8.213333333333333,7.403333333333333,0.669672131147541,103.93333333333334,80.3854,14229.765,10435.744,6918.606,2067.227,1861.253,1113.177,1524.52,137614.0,1543.0,1532.0,-33420.0,4927.6,usa
